ESTADO_CIVIL,COLEGIO_DEPA,GRADO_INSTRUCCION_MADRE,GRADO_INSTRUCCION_PADRE,NECESIDADES_EDUCATIVAS_ESPECIALES,NOTA_PROMEDIO,DOMICILIO_DEPA,ANIO_NACIMIENTO,NACIMIENTO_DEPA,SEXO,MODALIDAD,FACULTAD,ESPECIALIDAD,CICLO_RELATIVO,CATEGORIA_OBJETIVO_TARGET
1,15,7,3,0,11.59,15,1977,15,1,10,4,14,4,DESERTADO
1,15,4,3,0,11.59,2,1981,15,0,12,1,26,4,DESERTADO
1,15,7,3,0,11.58,15,1982,15,1,12,2,2,4,DESERTADO
1,15,4,1,0,11.58,15,1989,15,1,10,4,6,4,DESERTADO
1,15,3,4,0,11.58,15,1983,15,0,12,3,7,4,DESERTADO
2,15,4,5,0,11.58,3,1987,15,1,1,9,23,4,DESERTADO
1,6,4,10,0,11.58,7,1981,6,1,12,9,23,4,DESERTADO
1,15,10,11,0,11.58,15,1986,15,0,10,9,15,4,DESERTADO
1,15,3,3,0,11.58,15,1975,15,1,14,11,28,4,DESERTADO
1,15,7,9,0,11.58,15,1992,15,0,12,5,17,4,DESERTADO
1,15,1,4,0,11.58,15,1992,15,0,12,8,13,4,DESERTADO
2,15,5,5,0,11.58,15,1992,15,0,12,3,4,4,DESERTADO
1,5,1,4,0,11.57,15,1995,5,0,8,3,4,4,DESERTADO
1,15,6,1,0,11.57,15,1995,15,0,12,2,2,4,DESERTADO
1,15,6,3,0,11.57,15,1994,15,0,12,1,1,4,DESERTADO
1,7,8,5,0,11.57,15,1994,7,1,9,6,9,4,DESERTADO
1,15,3,4,0,11.57,1,1996,15,0,12,3,4,4,DESERTADO
1,15,2,1,0,11.57,15,1991,15,1,12,1,26,4,DESERTADO
1,15,6,4,0,11.56,15,1997,8,1,12,7,22,4,DESERTADO
1,15,9,3,1,11.56,2,1993,15,1,9,5,8,4,DESERTADO
1,15,8,1,0,11.56,15,1994,15,1,12,1,26,4,DESERTADO
1,7,1,5,0,11.56,15,1994,15,0,12,10,19,4,DESERTADO
1,15,10,7,1,11.56,15,1993,15,0,1,10,19,4,DESERTADO
1,15,10,3,1,11.55,15,1990,14,1,11,5,18,4,DESERTADO
1,15,6,1,0,11.55,15,1992,15,0,12,1,1,4,DESERTADO
1,14,1,4,0,11.55,15,1996,6,0,12,3,7,4,DESERTADO
1,15,6,4,0,11.55,15,1995,15,1,9,3,4,4,DESERTADO
1,6,1,6,0,11.55,6,1992,6,1,12,1,1,4,DESERTADO
1,15,8,8,0,11.54,15,1987,15,1,10,3,4,4,DESERTADO
1,15,4,5,0,11.54,15,1993,15,1,9,1,1,4,DESERTADO
2,15,8,5,0,11.54,15,1987,15,1,12,9,25,4,DESERTADO
1,15,4,3,0,11.54,15,1992,15,0,12,8,13,4,DESERTADO
1,15,4,6,0,11.53,15,1993,8,1,12,8,12,4,DESERTADO
1,15,4,5,0,11.53,15,1987,22,1,12,1,1,4,DESERTADO
1,15,4,4,0,11.53,15,1991,15,0,11,10,19,4,DESERTADO
1,15,4,1,0,11.53,15,1997,15,0,8,8,13,4,DESERTADO
1,15,1,1,0,11.52,15,1993,15,0,12,3,4,4,DESERTADO
1,15,2,3,0,11.52,15,1993,7,0,12,9,27,4,DESERTADO
1,15,3,4,0,11.52,15,1993,15,0,9,3,7,4,DESERTADO
1,15,4,4,0,11.52,15,1997,15,0,12,3,4,4,DESERTADO
1,15,1,1,0,11.52,15,1993,3,0,12,1,26,4,DESERTADO
1,2,3,6,0,11.52,2,1989,2,1,10,3,4,4,DESERTADO
1,19,5,3,0,11.51,15,1995,19,0,9,8,12,4,DESERTADO
1,15,6,10,0,11.51,15,1995,15,1,12,10,19,4,DESERTADO
1,12,3,3,0,11.5,15,1987,12,1,12,7,22,4,DESERTADO
1,15,3,10,0,11.5,2,1991,15,0,12,3,7,4,DESERTADO
1,7,7,4,0,11.5,15,1995,7,1,9,3,4,4,DESERTADO
1,15,4,1,0,11.5,15,1995,15,1,12,8,12,4,DESERTADO
1,7,1,3,0,11.5,15,1980,15,1,12,3,7,4,DESERTADO
1,15,11,2,0,11.5,15,1993,15,0,12,3,7,4,DESERTADO
2,2,1,4,0,11.5,15,1993,2,1,12,10,19,4,DESERTADO
2,15,6,8,0,11.5,15,1991,15,0,12,8,12,4,DESERTADO
1,15,10,1,0,11.5,15,1983,15,0,10,3,7,4,DESERTADO
1,3,13,1,0,11.5,15,1994,3,0,11,1,26,4,DESERTADO
1,21,4,9,0,11.5,15,1995,21,0,12,1,1,4,DESERTADO
1,15,4,1,0,11.5,2,1996,15,1,12,1,24,4,DESERTADO
1,15,3,3,0,11.5,15,1987,15,1,12,5,18,4,DESERTADO
1,7,8,4,0,11.5,7,1994,7,0,12,10,19,4,DESERTADO
1,15,1,3,0,11.5,15,1994,15,1,8,9,23,4,DESERTADO
2,15,1,1,0,11.49,15,1996,15,0,12,6,9,4,DESERTADO
1,15,6,5,0,11.49,15,1997,15,0,12,8,13,4,DESERTADO
1,7,1,4,0,11.49,1,1993,7,0,12,1,26,4,DESERTADO
1,15,4,2,0,11.49,15,1988,15,1,12,3,4,4,DESERTADO
1,15,3,4,0,11.49,15,1989,15,0,12,7,11,4,DESERTADO
1,15,4,3,0,11.49,7,1995,15,1,12,3,7,4,DESERTADO
1,15,3,4,0,11.49,15,1990,10,1,12,1,1,4,DESERTADO
1,12,8,4,0,11.49,2,1996,12,0,12,5,17,4,DESERTADO
1,15,10,3,0,11.49,3,1995,15,0,12,6,9,4,DESERTADO
1,15,3,4,0,11.48,2,1989,15,1,1,3,4,4,DESERTADO
1,8,1,5,0,11.48,3,1975,15,1,10,1,1,4,DESERTADO
1,15,1,1,1,11.48,15,1984,15,1,12,9,15,4,DESERTADO
1,2,11,10,0,11.48,15,1984,2,1,12,5,8,4,DESERTADO
1,15,2,3,0,11.48,15,1993,15,0,12,4,6,4,DESERTADO
1,2,5,4,0,11.48,15,1988,2,1,12,2,2,4,DESERTADO
1,15,10,1,0,11.47,13,1978,15,0,10,5,18,4,DESERTADO
1,15,4,6,0,11.47,15,1991,15,0,10,5,8,4,DESERTADO
1,2,3,1,0,11.46,15,1975,2,0,12,1,1,4,DESERTADO
1,15,10,5,0,11.46,15,1990,15,1,12,9,21,4,DESERTADO
1,15,1,6,0,11.46,15,1988,15,0,12,8,12,4,DESERTADO
1,12,3,4,0,11.46,2,1988,12,0,12,5,17,4,DESERTADO
1,15,3,3,0,11.46,8,1990,15,0,12,4,5,4,DESERTADO
1,15,4,1,0,11.46,22,1991,1,0,10,8,13,4,DESERTADO
1,15,5,3,0,11.46,15,1990,15,0,12,9,21,4,DESERTADO
1,15,3,5,0,11.46,15,1966,15,0,12,8,12,4,DESERTADO
1,23,2,1,0,11.46,7,1992,23,1,10,10,19,4,DESERTADO
2,2,5,5,0,11.45,7,1985,2,1,12,6,20,4,DESERTADO
1,7,4,4,0,11.45,7,1990,15,0,12,3,4,4,DESERTADO
1,15,4,4,0,11.45,15,1960,15,0,12,9,27,4,DESERTADO
1,15,1,1,0,11.45,15,1991,15,0,12,1,26,4,DESERTADO
1,7,4,4,0,11.45,8,1991,7,0,9,4,14,4,DESERTADO
1,15,10,3,0,11.45,15,1989,15,1,12,6,10,4,DESERTADO
1,15,1,4,0,11.45,15,1992,15,0,10,4,5,4,DESERTADO
1,15,9,5,0,11.45,15,1986,15,1,12,4,16,4,DESERTADO
1,15,11,4,0,11.44,15,1991,15,1,11,4,16,4,DESERTADO
4,2,9,4,0,11.44,15,1993,2,0,12,4,16,4,DESERTADO
1,15,10,4,0,11.44,15,1989,15,1,12,2,2,4,DESERTADO
2,15,5,3,0,11.44,15,1991,15,1,12,10,19,4,DESERTADO
1,11,1,4,0,11.44,15,1990,11,1,1,3,7,4,DESERTADO
1,15,10,1,0,11.44,15,1974,15,1,16,3,7,4,DESERTADO
1,15,6,1,0,11.44,15,1986,15,0,12,1,1,4,DESERTADO
1,6,4,1,0,11.44,8,1969,6,0,14,2,2,4,DESERTADO
1,15,6,10,0,11.44,2,1987,15,0,12,1,26,4,DESERTADO
2,15,6,7,0,11.44,2,1989,15,1,12,3,4,4,DESERTADO
1,12,4,10,0,11.44,15,1981,12,1,12,1,1,4,DESERTADO
1,15,9,4,0,11.44,15,1997,15,1,12,6,9,4,DESERTADO
1,15,9,3,0,11.43,15,1998,2,1,12,3,4,4,DESERTADO
2,15,3,4,0,11.43,15,1996,15,1,9,2,2,4,DESERTADO
2,15,5,1,0,11.43,1,1997,15,1,9,7,22,4,DESERTADO
1,15,4,3,0,11.43,3,1994,12,1,12,7,11,4,DESERTADO
1,15,4,6,0,11.43,15,1996,15,1,8,2,2,4,DESERTADO
1,15,10,3,0,11.43,2,1994,15,1,12,3,7,4,DESERTADO
1,15,4,10,0,11.42,15,1998,15,1,2,7,22,4,DESERTADO
1,15,4,4,0,11.42,7,1996,15,0,12,10,19,4,DESERTADO
1,15,3,3,0,11.41,7,1996,15,0,9,10,19,4,DESERTADO
1,12,10,1,0,11.41,12,1997,12,1,1,3,4,4,DESERTADO
1,15,3,4,0,11.4,1,1994,15,0,9,2,3,4,DESERTADO
1,25,2,3,0,11.4,8,1995,15,1,9,4,6,4,DESERTADO
1,15,5,4,0,11.4,15,1996,15,0,12,3,7,4,DESERTADO
1,15,10,3,0,11.4,15,1997,15,1,9,2,3,4,DESERTADO
1,15,9,4,0,11.4,15,1998,15,1,1,1,1,4,DESERTADO
1,12,4,1,0,11.4,12,1998,12,1,1,3,7,4,DESERTADO
1,15,3,4,0,11.4,15,1998,15,0,12,3,4,4,DESERTADO
1,10,10,8,0,11.4,3,1996,10,1,12,7,11,4,DESERTADO
1,15,11,9,1,11.4,8,1995,12,0,12,2,3,4,DESERTADO
1,6,6,4,0,11.4,15,1994,6,0,9,8,12,4,DESERTADO
1,15,5,12,0,11.4,15,1993,15,1,9,6,10,4,DESERTADO
1,15,6,4,0,11.4,15,1998,15,1,12,1,1,4,DESERTADO
1,15,3,3,0,11.4,15,1995,15,0,9,6,20,4,DESERTADO
1,15,4,4,0,11.39,2,1997,15,0,12,3,7,4,DESERTADO
1,12,3,6,0,11.39,15,1996,12,1,8,5,8,4,DESERTADO
1,15,6,5,0,11.39,15,1996,15,1,12,9,21,4,DESERTADO
1,15,1,5,0,11.39,15,1994,15,0,12,1,26,4,DESERTADO
1,12,7,5,0,11.39,15,1996,12,0,9,8,12,4,DESERTADO
1,15,1,4,0,11.39,15,1996,15,0,12,2,2,4,DESERTADO
1,12,4,7,0,11.39,1,1996,12,1,9,9,21,4,DESERTADO
1,15,3,4,0,11.39,15,1994,15,0,12,8,12,4,DESERTADO
1,1,4,3,0,11.38,15,1995,1,1,9,4,5,4,DESERTADO
1,2,10,8,0,11.38,15,1991,2,1,9,4,16,4,DESERTADO
1,15,3,3,0,11.38,15,1994,12,1,12,5,18,4,DESERTADO
4,15,4,3,0,11.38,7,1995,15,0,9,10,19,4,DESERTADO
2,12,4,4,0,11.38,15,1996,12,0,9,1,1,4,DESERTADO
1,15,5,6,0,11.38,15,1996,15,0,12,1,1,4,DESERTADO
2,7,4,3,0,11.38,7,1996,7,1,12,1,24,4,DESERTADO
2,15,4,3,0,11.37,15,1996,15,0,12,3,7,4,DESERTADO
1,7,7,3,0,11.37,7,1991,7,1,12,9,23,4,DESERTADO
1,10,1,8,0,11.37,1,1998,10,0,3,7,22,4,DESERTADO
1,15,3,5,0,11.37,15,1996,15,1,12,6,9,4,DESERTADO
1,15,6,10,0,11.37,1,1998,15,0,8,3,7,4,DESERTADO
1,15,6,3,0,11.37,15,1998,15,1,12,4,5,4,DESERTADO
1,15,11,4,0,11.35,15,1995,11,0,12,9,27,4,DESERTADO
1,15,3,1,0,11.35,15,1993,15,0,9,5,8,4,DESERTADO
1,15,1,3,0,11.35,15,1998,15,1,9,3,7,4,DESERTADO
1,15,3,1,0,11.35,3,1996,15,0,12,7,22,4,DESERTADO
2,15,10,1,0,11.35,15,1996,10,1,12,5,17,4,DESERTADO
2,15,2,2,1,11.35,15,1995,15,0,12,4,6,4,DESERTADO
1,15,3,4,0,11.35,15,1997,15,1,12,5,17,4,DESERTADO
1,25,1,3,0,11.35,15,1998,15,0,1,5,8,4,DESERTADO
1,15,3,1,0,11.35,15,1997,15,1,9,3,4,4,DESERTADO
1,7,6,1,0,11.35,7,1996,15,0,12,9,25,4,DESERTADO
1,15,3,6,0,11.35,7,1996,15,1,9,10,19,4,MATRICULADO
1,15,4,9,0,11.34,15,1978,15,1,16,10,19,4,MATRICULADO
1,15,4,4,0,11.34,15,1994,15,1,12,10,19,4,MATRICULADO
1,15,4,3,0,11.34,7,1994,15,1,12,10,19,4,MATRICULADO
1,15,4,1,0,11.34,7,1994,15,0,12,10,19,4,MATRICULADO
1,15,3,6,0,11.34,15,1995,3,1,12,10,19,4,MATRICULADO
1,15,6,4,0,11.34,15,1995,15,0,12,6,9,4,MATRICULADO
1,5,9,2,0,11.33,15,1994,5,1,12,3,4,4,MATRICULADO
1,7,7,3,0,11.33,3,1996,15,0,9,7,11,4,MATRICULADO
1,15,8,4,0,11.33,2,1997,15,1,12,3,7,4,MATRICULADO
1,12,7,4,0,11.33,15,1996,12,1,8,5,8,4,MATRICULADO
1,15,1,4,0,11.33,2,1994,15,1,12,5,8,4,MATRICULADO
1,15,3,4,0,11.33,15,1996,15,0,9,8,12,4,MATRICULADO
1,15,1,5,0,11.32,15,1997,19,1,12,5,8,4,MATRICULADO
1,8,5,8,0,11.32,15,1996,8,0,12,3,7,4,MATRICULADO
1,12,4,3,0,11.31,1,1996,12,0,9,9,21,4,MATRICULADO
2,15,3,1,0,11.31,15,1981,15,1,12,6,20,4,MATRICULADO
1,15,2,3,0,11.31,15,1995,15,0,9,8,12,4,MATRICULADO
1,15,1,5,0,11.31,15,1995,15,0,12,3,7,4,MATRICULADO
1,14,9,5,0,11.31,15,1995,7,0,12,8,12,4,MATRICULADO
1,15,4,4,0,11.31,15,1996,15,0,9,1,24,4,MATRICULADO
1,15,9,3,0,11.31,15,1995,15,0,12,4,6,4,MATRICULADO
1,2,7,3,0,11.31,15,1991,2,1,9,4,16,4,MATRICULADO
1,15,3,6,0,11.3,15,1994,15,1,9,6,9,4,MATRICULADO
2,7,6,5,0,11.3,7,1991,7,1,12,9,23,4,MATRICULADO
1,15,4,1,0,11.3,8,1995,15,1,12,2,3,4,MATRICULADO
1,15,1,3,0,11.3,15,1996,15,0,12,4,16,4,MATRICULADO
1,15,4,3,0,11.29,15,1993,20,0,12,1,26,4,MATRICULADO
1,15,1,3,0,11.29,15,1995,15,0,12,2,3,4,MATRICULADO
1,15,6,8,0,11.29,15,1996,15,0,12,3,7,4,MATRICULADO
1,15,3,5,0,11.29,15,1993,15,1,16,4,5,4,MATRICULADO
1,15,1,6,0,11.28,15,1993,15,0,9,5,8,4,MATRICULADO
2,15,6,3,0,11.28,15,1998,15,0,9,3,7,4,MATRICULADO
4,15,3,3,0,11.28,15,1998,15,1,12,4,5,4,MATRICULADO
1,15,5,1,0,11.28,15,1998,15,1,8,4,6,4,MATRICULADO
1,15,5,3,0,11.27,15,1998,15,0,12,8,12,4,MATRICULADO
1,11,2,6,1,11.27,7,1995,12,0,9,10,19,4,MATRICULADO
1,15,4,5,0,11.27,15,1994,15,1,9,4,6,4,MATRICULADO
1,15,1,3,0,11.27,7,1993,15,1,9,4,16,4,MATRICULADO
4,15,4,10,0,11.27,15,1991,15,1,12,9,25,4,MATRICULADO
2,15,3,3,0,11.27,15,1993,15,0,12,10,19,4,MATRICULADO
1,15,5,5,0,11.27,2,1991,15,1,12,3,7,4,MATRICULADO
1,15,10,6,0,11.27,1,1993,1,0,12,10,19,4,MATRICULADO
1,15,3,1,0,11.27,15,1995,6,1,8,1,24,4,MATRICULADO
1,15,6,8,0,11.27,15,1993,15,1,12,1,26,4,MATRICULADO
1,15,7,1,0,11.26,1,1994,7,0,10,9,21,4,MATRICULADO
1,15,4,5,1,11.26,15,1993,15,0,9,4,6,4,MATRICULADO
1,2,4,4,0,11.26,15,1992,2,0,9,9,21,4,MATRICULADO
2,15,3,1,0,11.26,2,1993,15,0,12,3,4,4,MATRICULADO
4,15,4,4,0,11.26,15,1994,15,1,12,3,4,4,MATRICULADO
1,15,5,6,0,11.26,15,1995,15,0,12,4,5,4,MATRICULADO
1,15,4,3,0,11.26,15,1995,15,1,9,4,5,4,MATRICULADO
1,15,7,2,0,11.25,15,1994,9,1,12,1,1,4,MATRICULADO
2,15,1,3,0,11.25,15,1992,19,1,12,4,5,4,MATRICULADO
1,15,9,3,0,11.25,8,1993,15,0,12,4,16,4,MATRICULADO
1,15,6,1,0,11.25,8,1993,15,0,11,4,16,4,MATRICULADO
1,15,1,3,0,11.25,15,1995,12,0,12,4,14,4,MATRICULADO
1,15,5,1,0,11.24,15,1996,15,0,9,4,5,4,MATRICULADO
1,15,9,4,0,11.24,15,1995,15,0,12,4,5,4,MATRICULADO
1,12,1,3,1,11.24,15,1997,12,1,1,4,5,4,MATRICULADO
1,15,5,1,0,11.24,15,1995,15,0,8,4,5,4,MATRICULADO
1,12,3,5,0,11.24,15,1993,12,0,12,1,1,4,MATRICULADO
1,21,1,4,0,11.24,15,1994,21,1,12,4,5,4,MATRICULADO
1,7,8,8,0,11.23,3,1994,15,0,9,1,1,4,MATRICULADO
1,15,6,4,0,11.23,8,1996,15,0,12,4,5,4,MATRICULADO
1,15,11,4,0,11.23,15,1992,19,0,12,4,5,4,MATRICULADO
1,15,5,5,0,11.23,15,1987,15,1,12,4,14,4,MATRICULADO
1,15,4,3,0,11.23,2,1984,15,0,14,5,17,4,MATRICULADO
1,1,8,9,0,11.23,15,1994,1,1,9,1,26,4,MATRICULADO
1,15,3,2,0,11.22,15,1993,15,1,9,3,4,4,MATRICULADO
1,15,4,8,0,11.22,15,1987,3,1,12,1,1,4,MATRICULADO
1,15,1,5,1,11.22,15,1991,15,0,12,3,4,4,MATRICULADO
1,15,11,1,0,11.22,15,1991,15,1,12,9,23,4,MATRICULADO
1,15,9,4,0,11.22,1,1986,15,0,12,1,26,4,MATRICULADO
1,15,3,4,0,11.22,15,1992,15,1,12,8,12,4,MATRICULADO
1,15,5,3,0,11.22,2,1992,15,1,12,3,7,4,MATRICULADO
1,15,5,4,0,11.22,8,1990,15,0,10,4,6,4,MATRICULADO
1,5,12,4,0,11.22,7,1991,5,1,12,9,15,4,MATRICULADO
1,15,1,1,0,11.22,2,1992,15,0,9,1,1,4,MATRICULADO
1,21,3,10,0,11.22,15,1992,21,1,12,4,16,4,MATRICULADO
2,12,4,4,0,11.22,15,1982,12,0,12,4,6,4,MATRICULADO
1,15,6,6,0,11.22,15,1993,5,1,12,2,3,4,MATRICULADO
1,15,7,4,0,11.22,15,1991,15,0,12,8,12,4,MATRICULADO
1,15,9,4,0,11.21,15,1994,21,1,12,4,6,4,MATRICULADO
1,15,5,4,0,11.21,15,1995,15,1,12,5,8,4,MATRICULADO
1,15,6,8,0,11.21,15,1992,15,0,11,8,12,4,MATRICULADO
1,15,3,10,0,11.21,15,1982,15,1,12,3,7,4,MATRICULADO
1,15,1,5,0,11.21,7,1985,13,1,12,10,19,4,MATRICULADO
1,2,3,4,0,11.21,2,1997,2,0,9,4,5,4,MATRICULADO
1,11,4,1,0,11.21,11,1955,11,1,14,1,26,4,MATRICULADO
1,15,1,1,0,11.21,15,1994,15,1,12,2,3,4,MATRICULADO
1,15,4,3,0,11.21,3,1996,15,1,9,6,9,4,MATRICULADO
5,15,10,7,1,11.21,8,1991,15,0,12,4,6,4,MATRICULADO
1,15,1,4,0,11.2,15,1993,15,0,12,4,6,4,MATRICULADO
1,12,1,4,1,11.2,15,1996,12,0,1,1,24,4,MATRICULADO
1,2,5,4,0,11.2,3,1986,2,0,12,1,26,4,MATRICULADO
1,7,6,7,0,11.2,7,1993,2,0,12,5,8,4,MATRICULADO
1,15,10,4,0,11.2,8,1993,15,1,12,4,16,4,MATRICULADO
1,15,4,6,0,11.2,8,1981,15,0,12,4,6,4,MATRICULADO
1,15,1,4,0,11.2,15,1994,15,1,12,4,5,4,MATRICULADO
1,14,4,10,0,11.2,15,1992,13,1,12,1,26,4,MATRICULADO
1,12,6,4,0,11.2,15,1987,12,0,10,9,21,4,MATRICULADO
1,6,7,1,0,11.2,2,1992,14,0,12,4,16,4,MATRICULADO
4,15,8,3,0,11.19,15,1991,15,0,16,4,5,4,MATRICULADO
1,15,10,4,0,11.19,15,1991,15,1,16,4,5,4,MATRICULADO
1,1,2,3,0,11.19,15,1990,1,0,9,9,15,4,MATRICULADO
1,15,8,1,0,11.19,15,1995,15,0,9,4,6,4,MATRICULADO
1,15,6,4,0,11.19,15,1995,12,0,8,4,6,4,MATRICULADO
2,15,5,3,0,11.19,15,1988,15,0,14,3,7,4,MATRICULADO
1,7,1,3,0,11.19,7,1995,15,0,9,8,12,4,MATRICULADO
1,20,10,7,0,11.19,2,1969,15,0,12,5,18,4,MATRICULADO
1,15,5,5,0,11.18,15,1994,15,0,12,4,5,4,MATRICULADO
1,22,4,10,0,11.18,15,1996,1,0,12,6,9,4,MATRICULADO
1,15,1,8,0,11.18,2,1996,15,0,9,3,7,4,MATRICULADO
1,15,5,8,0,11.18,2,1981,15,1,14,5,8,4,MATRICULADO
1,15,6,5,0,11.17,3,1993,15,1,12,7,11,4,MATRICULADO
1,19,3,8,0,11.17,15,1994,19,1,12,10,19,4,MATRICULADO
1,15,1,3,0,11.16,3,1979,15,0,12,6,20,4,MATRICULADO
1,15,5,4,0,11.16,15,1989,15,0,14,9,21,4,MATRICULADO
1,15,6,1,0,11.16,8,1990,2,0,14,4,16,4,MATRICULADO
1,15,1,5,0,11.16,3,1973,15,0,14,6,9,4,MATRICULADO
1,2,6,5,0,11.15,1,1995,2,1,9,4,5,4,MATRICULADO
1,7,5,3,0,11.15,7,1995,15,0,9,7,11,4,MATRICULADO
1,15,1,6,0,11.15,15,1990,15,1,12,1,26,4,MATRICULADO
5,9,3,4,0,11.15,3,1993,19,0,9,6,10,4,MATRICULADO
2,15,10,7,0,11.15,15,1994,15,0,12,9,21,4,MATRICULADO
1,14,1,1,1,11.15,15,1994,15,0,12,3,4,4,MATRICULADO
1,15,5,10,0,11.15,2,1994,15,0,11,1,26,4,MATRICULADO
1,15,6,8,0,11.15,8,1989,15,1,12,4,6,4,MATRICULADO
1,15,4,1,0,11.14,15,1992,15,1,9,9,23,4,MATRICULADO
1,15,4,6,0,11.14,15,1993,15,1,9,4,14,4,MATRICULADO
4,2,6,10,0,11.14,2,1991,2,1,12,4,5,4,MATRICULADO
1,14,7,2,0,11.14,15,1996,14,0,9,10,19,4,MATRICULADO
1,15,6,11,0,11.13,7,1996,15,1,12,10,19,4,MATRICULADO
1,2,11,5,0,11.13,15,1993,2,0,9,10,19,4,MATRICULADO
1,12,3,4,0,11.13,15,1997,12,1,1,3,4,4,MATRICULADO
1,15,5,4,0,11.13,15,1994,15,0,12,8,12,4,MATRICULADO
1,15,3,6,1,11.13,15,1994,15,0,12,3,4,4,MATRICULADO
1,12,5,4,0,11.13,15,1995,12,0,12,9,25,4,MATRICULADO
1,15,6,1,0,11.13,7,1994,15,0,12,10,19,4,MATRICULADO
1,15,1,3,0,11.13,15,1994,10,1,8,4,6,4,MATRICULADO
2,15,6,3,0,11.13,14,1991,15,0,12,5,17,4,MATRICULADO
1,15,4,3,0,11.13,3,1993,15,0,9,6,20,4,MATRICULADO
1,15,1,9,0,11.13,7,1997,15,1,9,6,9,4,MATRICULADO
1,15,4,4,0,11.13,15,1995,13,0,9,3,7,4,MATRICULADO
1,23,4,4,0,11.13,15,1996,24,0,1,6,10,4,MATRICULADO
1,15,1,1,0,11.13,15,1995,15,1,9,4,16,4,MATRICULADO
2,15,10,6,0,11.12,15,1993,15,0,12,9,25,4,MATRICULADO
1,5,5,5,0,11.12,15,1987,5,0,11,4,14,4,MATRICULADO
1,13,4,3,0,11.12,15,1992,13,1,12,1,1,4,MATRICULADO
1,15,1,5,0,11.12,15,1994,15,1,12,2,2,4,MATRICULADO
1,15,3,4,0,11.12,15,1995,15,0,12,6,20,4,MATRICULADO
1,15,3,6,0,19.22,8,1988,6,1,11,4,14,4,MATRICULADO
1,15,10,4,0,19.22,15,1992,15,1,12,10,19,4,MATRICULADO
1,15,5,1,0,19.21,15,1994,15,1,8,6,10,4,MATRICULADO
1,12,9,5,0,19.21,15,1990,12,0,12,9,23,4,MATRICULADO
1,15,2,4,0,19.21,15,1992,15,0,9,6,9,4,MATRICULADO
1,15,1,9,0,19.21,3,1994,15,1,12,8,13,4,MATRICULADO
1,15,9,4,0,19.21,15,1995,10,0,12,5,17,4,MATRICULADO
1,7,8,1,0,19.21,3,1994,7,0,12,8,12,4,MATRICULADO
1,15,5,1,0,19.2,8,1994,15,0,9,4,16,4,MATRICULADO
1,15,4,8,0,19.2,15,1995,15,0,12,4,16,4,MATRICULADO
1,15,1,3,0,19.2,15,1995,15,1,12,8,12,4,MATRICULADO
1,15,10,8,0,19.2,3,1987,15,0,11,9,27,4,MATRICULADO
1,15,4,4,0,19.2,15,1995,15,0,12,6,10,4,MATRICULADO
1,15,3,3,0,19.2,12,1996,12,1,12,10,19,4,MATRICULADO
1,20,3,6,0,19.2,15,1997,20,0,8,7,11,4,MATRICULADO
1,15,10,9,0,19.2,15,1995,15,0,12,5,8,4,MATRICULADO
1,15,2,4,0,19.19,15,1996,15,1,12,5,8,4,MATRICULADO
1,15,1,8,0,19.19,15,1995,15,1,9,5,8,4,MATRICULADO
1,15,3,4,0,19.18,3,1994,12,0,12,8,12,4,MATRICULADO
1,15,3,4,0,19.18,3,1994,15,0,12,8,12,4,MATRICULADO
1,15,10,1,0,19.17,15,1995,15,1,9,2,2,4,MATRICULADO
1,15,8,8,0,19.17,15,1993,15,1,9,2,2,4,MATRICULADO
1,15,5,4,0,19.17,15,1994,15,0,9,6,9,4,MATRICULADO
1,15,10,6,0,19.17,3,1993,15,1,12,8,13,4,MATRICULADO
1,4,4,4,0,19.17,15,1995,4,1,12,1,26,4,MATRICULADO
1,15,6,4,0,19.17,2,1996,15,1,12,3,4,4,MATRICULADO
1,15,4,3,0,19.17,2,1995,15,0,12,3,4,4,MATRICULADO
1,15,7,5,0,19.16,15,1993,15,0,12,5,8,4,MATRICULADO
1,15,3,10,0,19.16,3,1993,12,0,12,6,20,4,MATRICULADO
1,15,4,4,0,19.16,15,1995,15,0,9,4,16,4,MATRICULADO
1,15,4,5,0,19.16,15,1994,15,1,12,1,26,4,MATRICULADO
1,15,7,9,1,19.16,15,1996,15,1,12,1,26,4,MATRICULADO
1,15,4,3,1,19.16,8,1996,15,1,12,4,16,4,MATRICULADO
2,15,8,3,0,19.16,15,1996,15,0,12,9,21,4,MATRICULADO
1,15,4,2,0,19.16,15,1992,15,0,9,2,2,4,MATRICULADO
1,15,6,3,0,19.16,3,1994,15,1,9,9,27,4,MATRICULADO
2,5,4,3,0,19.16,15,1995,5,1,12,3,7,4,MATRICULADO
1,15,4,1,0,19.16,15,1997,15,0,12,5,17,4,MATRICULADO
1,15,13,5,0,19.16,15,1995,15,0,12,1,1,4,MATRICULADO
1,15,12,3,0,19.16,15,1993,15,1,11,4,16,4,MATRICULADO
1,7,1,1,0,19.16,7,1994,20,0,9,10,19,4,MATRICULADO
1,15,4,3,0,19.16,2,1995,7,0,12,1,1,4,MATRICULADO
1,15,5,6,0,19.16,15,1996,15,1,12,1,24,4,MATRICULADO
2,15,4,10,0,19.15,15,1996,15,1,9,3,7,4,MATRICULADO
1,15,3,8,0,19.15,15,1993,15,1,9,1,1,4,MATRICULADO
4,15,10,3,0,19.15,15,1992,15,0,9,4,16,4,MATRICULADO
